sampleid	sampling_stage	Country	farm_number	GD109_temp_gestation_unit	GD019_feed_formulation_major_ingredients	GD109_feed_form	GD109_probiotic	LD21_temp_lactation_unit	LD21_feed_formulation_major_ingredients	LD21_feed_form	LD21_probiotic	antibiotic	LD21_probiotic_type	GD109_probiotic_type	parity	no_piglets_alive	no_stillborn_piglets	no_piglets_weaned_per_year_sow_not_for_gilts	sow_no	country_code	runid	feed_combined
007-01-05	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	2	16	0	35.2	007_288	FR	7	barley, wheat, corn, triticale, oat
007-01-06	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	2	14	2	35.7	007_292	FR	7	barley, wheat, corn, triticale, oat
007-01-11	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	11	2	NA	007_9373	FR	7	barley, wheat, corn, triticale, oat
007-01-12	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	12	1	NA	007_9388	FR	7	barley, wheat, corn, triticale, oat
007-01-13	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	18	0	NA	007_9390	FR	7	barley, wheat, corn, triticale, oat
007-01-14	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	15	0	NA	007_9394	FR	7	barley, wheat, corn, triticale, oat
007-01-15	G109	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	16	0	NA	007_9418	FR	7	barley, wheat, corn, triticale, oat
007-01-17	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	3	14	3	37.2	007_148	FR	7	barley, wheat, corn, triticale
007-01-18	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	3	16	2	26.6	007_152	FR	7	barley, wheat, corn, triticale
007-01-16	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	4	12	4	30.8	007_17	FR	7	barley, wheat, corn, triticale
007-01-23	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	7	13	7	26.7	007_1945	FR	7	barley, wheat, corn, triticale
007-01-22	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	7	14	0	29.7	007_1929	FR	7	barley, wheat, corn, triticale
007-01-24	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	5	17	3	29	007_2184	FR	7	barley, wheat, corn, triticale
007-01-25	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	4	18	2	33	007_2301	FR	7	barley, wheat, corn, triticale
007-01-19	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	2	14	1	27.1	007_273	FR	7	barley, wheat, corn, triticale
007-01-20	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	2	16	0	35.2	007_288	FR	7	barley, wheat, corn, triticale
007-01-21	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	2	14	2	35.7	007_292	FR	7	barley, wheat, corn, triticale
007-01-26	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	11	2	NA	007_428	FR	7	barley, wheat, corn, triticale
007-01-27	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	12	1	NA	007_430	FR	7	barley, wheat, corn, triticale
007-01-28	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	18	0	NA	007_432	FR	7	barley, wheat, corn, triticale
007-01-29	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	15	0	NA	007_427	FR	7	barley, wheat, corn, triticale
007-01-30	L21	France	FR_1	22	Barley, corn, oat, wheat, triticale	Mash	yes	26	Barley, corn, triticale, wheat	Mash	yes	no	Levucell	Levucell	1	16	0	NA	007_431	FR	7	barley, wheat, corn, triticale
007-02-01	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	7	11	0	34.23	007_11	FR	7	barley, wheat, corn, sunflower
007-02-02	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	NA	16	1	31.43	007_297	FR	7	barley, wheat, corn, sunflower
007-02-03	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	NA	NA	NA	NA	007_344	FR	7	barley, wheat, corn, sunflower
007-02-04	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	5	19	0	31.93	007_481	FR	7	barley, wheat, corn, sunflower
007-02-05	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	5	14	1	30.77	007_563	FR	7	barley, wheat, corn, sunflower
007-02-06	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	4	20	3	32.63	007_1119	FR	7	barley, wheat, corn, sunflower
007-02-07	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	3	12	8	33.77	007_1403	FR	7	barley, wheat, corn, sunflower
007-02-08	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	3	19	3	36.27	007_1411	FR	7	barley, wheat, corn, sunflower
007-02-09	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	2	13	10	NA	007_2020	FR	7	barley, wheat, corn, sunflower
007-02-10	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	17	0	NA	007_2242	FR	7	barley, wheat, corn, sunflower
007-02-11	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	13	3	NA	007_2290	FR	7	barley, wheat, corn, sunflower
007-02-12	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	11	2	NA	007_2297	FR	7	barley, wheat, corn, sunflower
007-02-13	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	17	0	NA	007_2302	FR	7	barley, wheat, corn, sunflower
007-02-14	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	17	2	NA	007_2299	FR	7	barley, wheat, corn, sunflower
007-02-15	G109	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	8	16	2	33.68	007_9436	FR	7	barley, wheat, corn, sunflower
007-02-16	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	7	11	0	34.23	007_11	FR	7	barley, wheat, soy, corn
007-02-17	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	NA	16	1	31.43	007_297	FR	7	barley, wheat, soy, corn
007-02-19	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	5	19	0	31.93	007_481	FR	7	barley, wheat, soy, corn
007-02-20	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	5	14	1	30.77	007_563	FR	7	barley, wheat, soy, corn
007-02-21	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	4	20	3	32.63	007_1119	FR	7	barley, wheat, soy, corn
007-02-22	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	3	12	8	33.77	007_1403	FR	7	barley, wheat, soy, corn
007-02-23	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	3	19	3	36.27	007_1411	FR	7	barley, wheat, soy, corn
007-02-24	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	2	13	10	NA	007_2020	FR	7	barley, wheat, soy, corn
007-02-25	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	17	0	NA	007_2242	FR	7	barley, wheat, soy, corn
007-02-26	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	13	3	NA	007_2290	FR	7	barley, wheat, soy, corn
007-02-27	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	11	2	NA	007_2297	FR	7	barley, wheat, soy, corn
007-02-28	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	8	16	2	33.68	007_9436	FR	7	barley, wheat, soy, corn
007-02-29	L21	France	FR_2	19	Barley, sunflower, wheat, corn	Liquid	no	25	Wheat, barley, corn, soybean	Mash	no	no	NA	NA	1	17	2	NA	007_2299	FR	7	barley, wheat, soy, corn
008-01-01	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	18	1	NA	008_2	UK	8	barley, wheat, rye
008-01-02	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	15	5	NA	008_71	UK	8	barley, wheat, rye
008-01-03	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	9	0	NA	008_87	UK	8	barley, wheat, rye
008-01-04	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	20	1	NA	008_88	UK	8	barley, wheat, rye
008-01-05	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	0	NA	008_157	UK	8	barley, wheat, rye
008-01-06	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	13	4	NA	008_163	UK	8	barley, wheat, rye
008-01-07	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	2	NA	008_180	UK	8	barley, wheat, rye
008-01-08	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	7	NA	008_181	UK	8	barley, wheat, rye
008-01-09	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	5	14	3	NA	008_860	UK	8	barley, wheat, rye
008-01-10	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	5	6	5	NA	008_865	UK	8	barley, wheat, rye
008-01-11	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	4	18	2	NA	008_928	UK	8	barley, wheat, rye
008-01-12	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	16	6	NA	008_962	UK	8	barley, wheat, rye
008-01-13	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	23	1	NA	008_967	UK	8	barley, wheat, rye
008-01-14	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	19	1	NA	008_985	UK	8	barley, wheat, rye
008-01-15	G109	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	17	2	NA	008_6	UK	8	barley, wheat, rye
008-01-16	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	18	1	NA	008_2	UK	8	barley, wheat, rye
008-01-17	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	15	5	NA	008_71	UK	8	barley, wheat, rye
008-01-18	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	9	0	NA	008_87	UK	8	barley, wheat, rye
008-01-19	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	2	20	1	NA	008_88	UK	8	barley, wheat, rye
008-01-20	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	0	NA	008_157	UK	8	barley, wheat, rye
008-01-21	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	13	4	NA	008_163	UK	8	barley, wheat, rye
008-01-22	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	2	NA	008_180	UK	8	barley, wheat, rye
008-01-23	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	1	17	7	NA	008_181	UK	8	barley, wheat, rye
008-01-24	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	5	14	3	NA	008_860	UK	8	barley, wheat, rye
008-01-25	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	5	6	5	NA	008_865	UK	8	barley, wheat, rye
008-01-26	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	4	18	2	NA	008_928	UK	8	barley, wheat, rye
008-01-27	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	16	6	NA	008_962	UK	8	barley, wheat, rye
008-01-28	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	23	1	NA	008_967	UK	8	barley, wheat, rye
008-01-29	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	19	1	NA	008_985	UK	8	barley, wheat, rye
008-01-30	L21	UK	UK_1	16	Wheat, rye, barley	Pellets	no	24	Wheat, rye, barley	Mash	no	no	NA	NA	3	17	2	NA	008_6	UK	8	barley, wheat, rye
008-02-01	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	14	0	NA	008_O280	UK	8	barley
008-02-02	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	14	0	NA	008_B357	UK	8	barley
008-02-03	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	18	4	NA	008_O192	UK	8	barley
008-02-04	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	3	15	4	NA	008_O033	UK	8	barley
008-02-05	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	6	0	NA	008_O257	UK	8	barley
008-02-06	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	16	0	NA	008_W093	UK	8	barley
008-02-07	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	11	0	NA	008_W091	UK	8	barley
008-02-08	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	14	3	NA	008_W073	UK	8	barley
008-02-09	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	15	0	NA	008_W092	UK	8	barley
008-02-10	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	17	0	NA	008_W077	UK	8	barley
008-02-11	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	19	0	NA	008_B334	UK	8	barley
008-02-12	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	15	0	NA	008_B346	UK	8	barley
008-02-13	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	3	9	0	NA	008_O008	UK	8	barley
008-02-14	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	15	0	NA	008_W020	UK	8	barley
008-02-15	G109	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	13	0	NA	008_W098	UK	8	barley
008-02-16	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	14	0	NA	008_O280	UK	8	barley
008-02-17	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	14	0	NA	008_B357	UK	8	barley
008-02-18	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	18	4	NA	008_O192	UK	8	barley
008-02-19	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	3	15	4	NA	008_O033	UK	8	barley
008-02-20	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	2	6	0	NA	008_O257	UK	8	barley
008-02-21	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	16	0	NA	008_W093	UK	8	barley
008-02-22	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	11	0	NA	008_W091	UK	8	barley
008-02-23	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	14	3	NA	008_W073	UK	8	barley
008-02-24	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	15	0	NA	008_W092	UK	8	barley
008-02-25	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	17	0	NA	008_W077	UK	8	barley
008-02-26	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	19	0	NA	008_B334	UK	8	barley
008-02-27	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	4	15	0	NA	008_B346	UK	8	barley
008-02-28	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	3	9	0	NA	008_O008	UK	8	barley
008-02-29	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	15	0	NA	008_W020	UK	8	barley
008-02-30	L21	UK	UK_2	24	Barley	Pellets	no	24	Barley	Pellets	no	no	NA	NA	1	13	0	NA	008_W098	UK	8	barley
008-03-01	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	12	0	NA	008_2300	UK	8	barley, wheat
008-03-02	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	16	3	NA	008_2315	UK	8	barley, wheat
008-03-03	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	4	13	3	37.9	008_1879	UK	8	barley, wheat
008-03-04	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	24	3	41.34	008_2020	UK	8	barley, wheat
008-03-05	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	2	11	0	33.93	008_2175	UK	8	barley, wheat
008-03-06	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	22	0	29.85	008_2034	UK	8	barley, wheat
008-03-07	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	16	1	NA	008_2312	UK	8	barley, wheat
008-03-08	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	20	1	NA	008_2311	UK	8	barley, wheat
008-03-09	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	5	22	0	30.39	008_1732	UK	8	barley, wheat
008-03-10	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	4	18	4	33.57	008_1877	UK	8	barley, wheat
008-03-11	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	14	0	35.31	008_2040	UK	8	barley, wheat
008-03-12	G109	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	23	0	32.33	008_2047	UK	8	barley, wheat
008-03-13	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	12	0	NA	008_2300	UK	8	barley, wheat, soy
008-03-14	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	16	3	NA	008_2315	UK	8	barley, wheat, soy
008-03-15	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	4	13	3	37.9	008_1879	UK	8	barley, wheat, soy
008-03-16	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	24	3	41.34	008_2020	UK	8	barley, wheat, soy
008-03-17	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	2	11	0	33.93	008_2175	UK	8	barley, wheat, soy
008-03-18	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	22	0	29.85	008_2034	UK	8	barley, wheat, soy
008-03-19	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	16	1	NA	008_2312	UK	8	barley, wheat, soy
008-03-20	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	1	20	1	NA	008_2311	UK	8	barley, wheat, soy
008-03-21	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	5	22	0	30.39	008_1732	UK	8	barley, wheat, soy
008-03-22	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	4	18	4	33.57	008_1877	UK	8	barley, wheat, soy
008-03-23	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	14	0	35.31	008_2040	UK	8	barley, wheat, soy
008-03-24	L21	UK	UK_3	NA	Wheat, barley	Liquid	yes	20	Soya, wheat, barley	Liquid	yes	NA	SolPreme	SolPreme	3	23	0	32.33	008_2047	UK	8	barley, wheat, soy
010-01-01	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	15	2	NA	010_2125	DE	10	barley, wheat, soy, beet
010-01-02	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	17	1	NA	010_2196	DE	10	barley, wheat, soy, beet
010-01-03	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	18	0	NA	010_2198	DE	10	barley, wheat, soy, beet
010-01-04	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	20	0	NA	010_2199	DE	10	barley, wheat, soy, beet
010-01-05	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	1	15	1	NA	010_2208	DE	10	barley, wheat, soy, beet
010-01-06	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	2	19	1	NA	010_1607	DE	10	barley, wheat, soy, beet
010-01-07	G109	Germany	DE_1	20	Barley, wheat bran, beet molasses pulp, soy pellets	Pellets	no	NA	Barley, wheat, soy pellets, wheat bran	Pellets	Yes	NA	BioPlus YC	BioPlus YC	2	18	0	NA	010_1642	DE	10	barley, wheat, soy, beet
